Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Price Date,Modal Price (Rs./kg),Min Price ,Max price
9103,Nashik,Nasik,Potato,Other,Local,1000,1850,14-Feb-25,14,10,18.5
9104,Nashik,Nasik,Potato,Other,FAQ,2250,2900,10-Oct-24,25,22.5,29
9105,Nashik,Nasik,Potato,Other,Local,1000,1850,25-Jan-25,15,10,18.5
9106,Nashik,Nasik,Potato,Other,Local,1400,1900,22-May-25,17,14,19
9107,Nashik,Nasik,Potato,Other,Local,900,1800,31-Jan-25,14,9,18
9108,Nashik,Nasik,Potato,Other,FAQ,2400,3000,18-Nov-24,27,24,30
9109,Nashik,Nasik,Potato,Other,FAQ,2300,3200,16-Sep-24,26,23,32
9110,Nashik,Nasik,Potato,Other,FAQ,1250,2100,21-Jan-25,16.5,12.5,21
9111,Nashik,Nasik,Potato,Other,FAQ,2200,2900,27-Aug-24,24.5,22,29
9112,Nashik,Nasik,Potato,Other,FAQ,2250,2850,25-Nov-24,25,22.5,28.5
9113,Nashik,Nasik,Potato,Other,Local,1550,2150,24-Apr-25,19,15.5,21.5
9114,Nashik,Nasik,Potato,Other,FAQ,1200,2500,19-Dec-24,19.5,12,25
9115,Nashik,Nasik,Potato,Other,Local,1200,1800,10-May-25,16,12,18
9116,Nashik,Nasik,Potato,Other,FAQ,2200,2800,23-Nov-24,26,22,28
9117,Nashik,Nasik,Potato,Other,Local,1450,1900,6-Jun-25,17.5,14.5,19
9118,Nashik,Nasik,Potato,Other,FAQ,2200,3150,1-Oct-24,26.5,22,31.5
9119,Nashik,Nasik,Potato,Other,FAQ,1600,2800,11-Dec-24,23,16,28
9120,Nashik,Nasik,Potato,Other,FAQ,2000,2900,9-Sep-24,23.5,20,29
9121,Nashik,Nasik,Potato,Other,FAQ,1500,2500,26-Oct-24,18,15,25
9122,Nashik,Nasik,Potato,Other,FAQ,2900,3100,30-Aug-24,30,29,31
9123,Nashik,Nasik,Potato,Other,Local,1300,1900,26-Apr-25,16,13,19
9124,Nashik,Nasik,Potato,Other,FAQ,2300,3150,8-Aug-24,27,23,31.5
9125,Nashik,Nasik,Potato,Other,Local,1000,1900,8-Mar-25,15,10,19
9126,Nashik,Nasik,Potato,Other,FAQ,2300,3000,25-Oct-24,27,23,30
9127,Nashik,Nasik,Potato,Other,Local,1450,2000,28-May-25,17,14.5,20
9128,Nashik,Nasik,Potato,Other,Local,1150,1900,15-Feb-25,16,11.5,19
9129,Nashik,Nasik,Potato,Other,Local,1100,2000,5-Apr-25,16,11,20
9130,Nashik,Nasik,Potato,Other,Local,850,1700,21-Feb-25,13,8.5,17
9131,Nashik,Nasik,Potato,Other,Local,1400,2050,28-Apr-25,17,14,20.5
9132,Nashik,Nasik,Potato,Other,Local,1050,1900,5-Feb-25,14.5,10.5,19
9133,Nashik,Nasik,Potato,Other,FAQ,950,1950,16-Jan-25,15,9.5,19.5
9134,Nashik,Nasik,Potato,Other,Local,1250,1800,1-Jul-25,15,12.5,18
9135,Nashik,Nasik,Potato,Other,Local,1200,1800,9-Jul-25,15.5,12,18
9136,Nashik,Nasik,Potato,Other,Local,1000,1850,4-Mar-25,14.5,10,18.5
9137,Nashik,Nasik,Potato,Other,Local,950,2050,21-Mar-25,15,9.5,20.5
9138,Nashik,Nasik,Potato,Other,FAQ,2400,3300,28-Aug-24,28,24,33
9139,Nashik,Nasik,Potato,Other,FAQ,2200,3000,30-Oct-24,26,22,30
9140,Nashik,Nasik,Potato,Other,Local,950,1800,7-Mar-25,14,9.5,18
9141,Nashik,Nasik,Potato,Other,Local,1500,2100,5-May-25,18,15,21
9142,Nashik,Nasik,Potato,Other,FAQ,1600,2800,13-Dec-24,23,16,28
9143,Nashik,Nasik,Potato,Other,Local,1000,1850,17-Feb-25,15,10,18.5
9144,Nashik,Nasik,Potato,Other,Local,1200,1750,4-Jul-25,15,12,17.5
9145,Nashik,Nasik,Potato,Other,FAQ,2050,3100,14-Sep-24,24.5,20.5,31
9146,Nashik,Nasik,Potato,Other,Local,1050,1900,22-Feb-25,14.5,10.5,19
9147,Nashik,Nasik,Potato,Other,Local,1400,1950,17-May-25,17,14,19.5
9148,Nashik,Nasik,Potato,Other,Local,1350,1850,7-Jun-25,17,13.5,18.5
9149,Nashik,Nasik,Potato,Other,Local,1300,1900,12-May-25,16.5,13,19
9150,Nashik,Nasik,Potato,Other,Local,1400,1900,13-Jun-25,17.5,14,19
9151,Nashik,Nasik,Potato,Other,FAQ,2300,3100,25-Sep-24,26.5,23,31
9152,Nashik,Nasik,Potato,Other,FAQ,1100,2300,27-Dec-24,16,11,23
9153,Nashik,Nasik,Potato,Other,FAQ,2300,2950,12-Aug-24,25.5,23,29.5
9154,Nashik,Nasik,Potato,Other,FAQ,2300,2950,18-Oct-24,26,23,29.5
9155,Nashik,Nasik,Potato,Other,Local,900,1850,26-Mar-25,13.5,9,18.5
9156,Nashik,Nasik,Potato,Other,Local,850,1800,27-Mar-25,13,8.5,18
9157,Nashik,Nasik,Potato,Other,Local,1250,1850,16-Jun-25,16,12.5,18.5
9158,Nashik,Nasik,Potato,Other,FAQ,900,2100,14-Jan-25,15,9,21
9159,Nashik,Nasik,Potato,Other,FAQ,1100,2300,2-Jan-25,17,11,23
9160,Nashik,Nasik,Potato,Other,FAQ,2300,2950,19-Nov-24,26.5,23,29.5
9161,Nashik,Nasik,Potato,Other,Local,1300,1850,31-May-25,16,13,18.5
9162,Nashik,Nasik,Potato,Other,FAQ,1500,2750,12-Dec-24,22,15,27.5
9163,Nashik,Nasik,Potato,Other,Local,1250,1900,3-Jun-25,16,12.5,19
9164,Nashik,Nasik,Potato,Other,FAQ,1200,2500,24-Dec-24,17.5,12,25
9165,Nashik,Nasik,Potato,Other,Local,1450,1900,26-May-25,17,14.5,19
9166,Nashik,Nasik,Potato,Other,Local,1100,1900,28-Feb-25,15,11,19
9167,Nashik,Nasik,Potato,Other,Local,1200,1850,30-Jun-25,15.5,12,18.5
9168,Nashik,Nasik,Potato,Other,FAQ,1600,2850,10-Sep-24,22.5,16,28.5
9169,Nashik,Nasik,Potato,Other,Local,1300,1900,9-May-25,16.5,13,19
9170,Nashik,Nasik,Potato,Other,FAQ,2350,3050,28-Sep-24,26,23.5,30.5
9171,Nashik,Nasik,Potato,Other,FAQ,2400,3050,3-Sep-24,26.5,24,30.5
9172,Nashik,Nasik,Potato,Other,Local,1000,1800,4-Feb-25,14,10,18
9173,Nashik,Nasik,Potato,Other,Local,1100,2000,10-Apr-25,16.5,11,20
9174,Nashik,Nasik,Potato,Other,Local,1250,1900,24-Jun-25,15.5,12.5,19
9175,Nashik,Nasik,Potato,Other,Local,900,2000,6-Feb-25,15,9,20
9176,Nashik,Nasik,Potato,Other,Local,1400,1900,9-Jun-25,17,14,19
9177,Nashik,Nasik,Potato,Other,FAQ,2200,2850,16-Oct-24,25,22,28.5
9178,Nashik,Nasik,Potato,Other,Local,1300,1850,12-Jun-25,16.5,13,18.5
9179,Nashik,Nasik,Potato,Other,FAQ,1500,2850,14-Dec-24,23,15,28.5
9180,Nashik,Nasik,Potato,Other,Local,1350,2100,3-May-25,17.5,13.5,21
9181,Nashik,Nasik,Potato,Other,FAQ,1700,3100,30-Nov-24,26,17,31
9182,Nashik,Nasik,Potato,Other,Local,900,1800,25-Jul-25,14,9,18
9183,Nashik,Nasik,Potato,Other,Local,1050,1950,4-Apr-25,15,10.5,19.5
9184,Nashik,Nasik,Potato,Other,FAQ,1000,2000,22-Jan-25,16,10,20
9185,Nashik,Nasik,Potato,Other,Local,1000,1750,6-Mar-25,13.5,10,17.5
9186,Nashik,Nasik,Potato,Other,Local,1450,2000,14-Jun-25,18,14.5,20
9187,Nashik,Nasik,Potato,Other,Local,1400,1900,15-May-25,17,14,19
9188,Nashik,Nasik,Potato,Other,FAQ,2300,3100,9-Nov-24,27.5,23,31
9189,Nashik,Nasik,Potato,Other,FAQ,2400,3100,17-Aug-24,28,24,31
9190,Nashik,Nasik,Potato,Other,FAQ,1650,2900,10-Dec-24,23.5,16.5,29
9191,Nashik,Nasik,Potato,Other,Local,1050,1800,18-Feb-25,14.5,10.5,18
9192,Nashik,Nasik,Potato,Other,FAQ,1400,2400,6-Jan-25,17.5,14,24
9193,Nashik,Nasik,Potato,Other,FAQ,2100,3100,18-Sep-24,26,21,31
9194,Nashik,Nasik,Potato,Other,Local,1500,2100,4-Jun-25,18,15,21
9195,Nashik,Nasik,Potato,Other,Local,1050,1850,28-Jan-25,15,10.5,18.5
9196,Nashik,Nasik,Potato,Other,FAQ,1200,2300,11-Jan-25,17,12,23
9197,Nashik,Nasik,Potato,Other,Local,1150,1750,14-Jul-25,15,11.5,17.5
9198,Nashik,Nasik,Potato,Other,FAQ,2300,3000,9-Oct-24,26,23,30
9199,Nashik,Nasik,Potato,Other,Local,1050,1800,3-Mar-25,14,10.5,18
9200,Nashik,Nasik,Potato,Other,FAQ,1200,2400,8-Jan-25,20,12,24
9201,Nashik,Nasik,Potato,Other,FAQ,2300,3050,24-Aug-24,26,23,30.5
9202,Nashik,Nasik,Potato,Other,Local,850,1800,2-Apr-25,13,8.5,18
9203,Nashik,Nasik,Potato,Other,Local,1150,1750,3-Jul-25,15,11.5,17.5
9204,Nashik,Nasik,Potato,Other,FAQ,2350,3050,14-Aug-24,26,23.5,30.5
9205,Nashik,Nasik,Potato,Other,FAQ,2300,3000,1-Nov-24,26.5,23,30
9206,Nashik,Nasik,Potato,Other,FAQ,2350,3000,7-Oct-24,26,23.5,30
9207,Nashik,Nasik,Potato,Other,Local,1300,1850,8-Jul-25,16,13,18.5
9208,Nashik,Nasik,Potato,Other,FAQ,2400,3150,5-Sep-24,27.5,24,31.5
9209,Nashik,Nasik,Potato,Other,Local,1200,1800,28-Jun-25,15,12,18
9210,Nashik,Nasik,Potato,Other,Local,1200,1850,25-Jun-25,16,12,18.5
9211,Nashik,Nasik,Potato,Other,Local,1400,2050,6-May-25,17.5,14,20.5
9212,Nashik,Nasik,Potato,Other,FAQ,2300,3200,5-Oct-24,27,23,32
9213,Nashik,Nasik,Potato,Other,Local,1250,1850,10-Jul-25,16,12.5,18.5
9214,Nashik,Nasik,Potato,Other,FAQ,1100,2450,25-Dec-24,16,11,24.5
9215,Nashik,Nasik,Potato,Other,Local,950,1950,24-Mar-25,15,9.5,19.5
9216,Nashik,Nasik,Potato,Other,FAQ,2500,3000,31-Aug-24,28,25,30
9217,Nashik,Nasik,Potato,Other,Local,1100,1800,5-Mar-25,14,11,18
9218,Nashik,Nasik,Potato,Other,FAQ,2250,2850,1-Aug-24,25,22.5,28.5
9219,Nashik,Nasik,Potato,Other,Local,1300,1950,26-Jun-25,17,13,19.5
9220,Nashik,Nasik,Potato,Other,FAQ,1200,2400,21-Dec-24,18,12,24
9221,Nashik,Nasik,Potato,Other,Local,1200,1900,20-Jun-25,16,12,19
9222,Nashik,Nasik,Potato,Other,FAQ,1500,2450,4-Jan-25,18,15,24.5
9223,Nashik,Nasik,Potato,Other,FAQ,2150,3050,2-Oct-24,26,21.5,30.5
9224,Nashik,Nasik,Potato,Other,Local,900,1750,20-Feb-25,13,9,17.5
9225,Nashik,Nasik,Potato,Other,FAQ,2300,2900,22-Oct-24,26,23,29
9226,Nashik,Nasik,Potato,Other,FAQ,2000,3300,26-Nov-24,26,20,33
9227,Nashik,Nasik,Potato,Other,Local,1200,2000,27-Jan-25,16,12,20
9228,Nashik,Nasik,Potato,Other,Local,850,1600,24-Jul-25,13,8.5,16
9229,Nashik,Nasik,Potato,Other,Local,1000,1900,1-Feb-25,14.5,10,19
9230,Nashik,Nasik,Potato,Other,Local,1100,1700,15-Jul-25,14.5,11,17
9231,Nashik,Nasik,Potato,Other,FAQ,2300,3000,13-Nov-24,28,23,30
9232,Nashik,Nasik,Potato,Other,FAQ,2200,2950,23-Sep-24,25.5,22,29.5
9233,Nashik,Nasik,Potato,Other,Local,900,1950,18-Mar-25,14,9,19.5
9234,Nashik,Nasik,Potato,Other,FAQ,2200,2850,23-Aug-24,25,22,28.5
9235,Nashik,Nasik,Potato,Other,Local,1200,2000,16-Apr-25,16,12,20
9236,Nashik,Nasik,Potato,Other,Local,1150,1700,18-Jul-25,14,11.5,17
9237,Nashik,Nasik,Potato,Other,FAQ,2300,3050,20-Aug-24,26.5,23,30.5
9238,Nashik,Nasik,Potato,Other,Local,1400,2000,2-Jun-25,17.5,14,20
9239,Nashik,Nasik,Potato,Other,Local,1150,1800,19-Jun-25,15,11.5,18
9240,Nashik,Nasik,Potato,Other,Local,1400,2000,25-Apr-25,17,14,20
9241,Nashik,Nasik,Potato,Other,Local,1350,1900,30-May-25,16.5,13.5,19
9242,Nashik,Nasik,Potato,Other,FAQ,1200,2050,20-Jan-25,16,12,20.5
9243,Nashik,Nasik,Potato,Other,FAQ,1250,2550,26-Dec-24,17,12.5,25.5
9244,Nashik,Nasik,Potato,Other,Local,1400,1950,29-May-25,17,14,19.5
9245,Nashik,Nasik,Potato,Other,Local,1250,2050,17-Apr-25,17,12.5,20.5
9246,Nashik,Nasik,Potato,Other,Local,1550,2100,21-May-25,18.5,15.5,21
9247,Nashik,Nasik,Potato,Other,FAQ,1000,2200,7-Jan-25,16,10,22
9248,Nashik,Nasik,Potato,Other,Local,1450,1950,23-May-25,18,14.5,19.5
9249,Nashik,Nasik,Potato,Other,Local,1200,1700,21-Jul-25,14,12,17
9250,Nashik,Nasik,Potato,Other,FAQ,2200,2800,19-Oct-24,24.5,22,28
9251,Nashik,Nasik,Potato,Other,FAQ,1100,2400,18-Dec-24,19,11,24
9252,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1000,1600,22-Dec-24,13,10,16
9253,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1000,1800,20-Jan-25,14,10,18
9254,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1000,2200,29-Dec-24,16,10,22
9255,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1000,2600,17-Nov-24,18,10,26
9256,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1000,2800,17-Oct-24,19,10,28
9257,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1000,2800,26-Nov-24,19,10,28
9258,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1200,2000,9-Jan-25,16,12,20
9259,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1200,2000,19-Dec-24,16,12,20
9260,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1200,2000,25-Jan-25,16,12,20
9261,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1200,2200,5-Jan-25,17,12,22
9262,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1200,2200,19-Oct-24,17,12,22
9263,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1200,2200,23-Dec-24,17,12,22
9264,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1200,2300,18-Dec-24,17.5,12,23
9265,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1200,2600,7-Nov-24,19,12,26
9266,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1200,2600,24-Nov-24,19,12,26
9267,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1200,2700,29-Oct-24,19.5,12,27
9268,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1200,2700,23-Nov-24,24.5,12,27
9269,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1300,1500,23-Jan-25,14,13,15
9270,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1300,1600,22-Jan-25,14.5,13,16
9271,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1300,1800,30-Dec-24,15.5,13,18
9272,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1300,2000,26-Dec-24,16.5,13,20
9273,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1300,2200,2-Jan-25,17.5,13,22
9274,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1300,2200,15-Dec-24,17.5,13,22
9275,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1300,2200,17-Dec-24,17.5,13,22
9276,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1300,2200,21-Jan-25,17.5,13,22
9277,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1300,2800,8-Aug-24,20.5,13,28
9278,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1400,2000,13-Jan-25,17,14,20
9279,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1400,2000,16-Jan-25,17,14,20
9280,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1400,2000,19-Jan-25,17,14,20
9281,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1400,2200,21-Dec-24,18,14,22
9282,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1400,2200,28-Dec-24,18,14,22
9283,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1400,2300,4-Jan-25,18.5,14,23
9284,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1400,2300,14-Dec-24,18.5,14,23
9285,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1400,2300,24-Dec-24,18.5,14,23
9286,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1400,2600,5-Dec-24,20,14,26
9287,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1400,2700,26-Oct-24,20.5,14,27
9288,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1400,2800,18-Nov-24,21,14,28
9289,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1500,2000,25-Dec-24,17.5,15,20
9290,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1500,2200,1-Jan-25,18.5,15,22
9291,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1500,2300,8-Jan-25,19,15,23
9292,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1500,2500,10-Nov-24,20,15,25
9293,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1500,2600,27-Oct-24,20.5,15,26
9294,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1500,2800,6-Jan-25,21.5,15,28
9295,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1500,2800,10-Oct-24,21.5,15,28
9296,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1600,2000,12-Jan-25,18,16,20
9297,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1600,2200,7-Jan-25,19,16,22
9298,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1600,2200,18-Jan-25,19,16,22
9299,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1600,2200,26-Jan-25,19,16,22
9300,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1600,2800,11-Aug-24,22,16,28
9301,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1700,2000,11-Jan-25,18.5,17,20
9302,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1700,2900,6-Nov-24,23,17,29
9303,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1800,2200,15-Jan-25,20,18,22
9304,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1800,2200,31-Dec-24,20,18,22
9305,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1800,2500,5-Sep-24,21.5,18,25
9306,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1800,2500,17-Sep-24,21.5,18,25
9307,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,1800,2600,21-Nov-24,22,18,26
9308,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2500,4-Sep-24,22.5,20,25
9309,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2500,11-Dec-24,22.5,20,25
9310,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2500,12-Dec-24,22.5,20,25
9311,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2500,16-Nov-24,22.5,20,25
9312,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2500,20-Nov-24,22.5,20,25
9313,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2500,20-Oct-24,22.5,20,25
9314,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2600,1-Dec-24,23,20,26
9315,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2600,9-Sep-24,23,20,26
9316,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2600,21-Oct-24,23,20,26
9317,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2700,5-Nov-24,23,20,27
9318,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2700,12-Sep-24,23.5,20,27
9319,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2700,22-Oct-24,23.5,20,27
9320,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2700,27-Nov-24,23.5,20,27
9321,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2800,30-Oct-24,23,20,28
9322,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2800,2-Sep-24,24,20,28
9323,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2800,4-Nov-24,24,20,28
9324,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2800,6-Oct-24,24,20,28
9325,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2800,19-Aug-24,24,20,28
9326,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2800,19-Nov-24,24,20,28
9327,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2800,29-Sep-24,24,20,28
9328,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2900,1-Aug-24,24.5,20,29
9329,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2900,21-Aug-24,24.5,20,29
9330,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,2900,24-Sep-24,24.5,20,29
9331,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2000,3200,11-Nov-24,26,20,32
9332,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2100,2300,2-Dec-24,22,21,23
9333,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2100,2600,14-Oct-24,23.5,21,26
9334,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2100,2800,7-Oct-24,24.5,21,28
9335,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2100,2900,3-Oct-24,25,21,29
9336,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2400,9-Dec-24,23,22,24
9337,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2400,10-Dec-24,23,22,24
9338,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2500,8-Dec-24,23.5,22,25
9339,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2500,17-Aug-24,23.5,22,25
9340,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2600,9-Nov-24,24,22,26
9341,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2600,14-Sep-24,24,22,26
9342,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2700,1-Sep-24,24.5,22,27
9343,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2700,7-Sep-24,24.5,22,27
9344,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2700,12-Nov-24,24.5,22,27
9345,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2700,13-Nov-24,24.5,22,27
9346,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2700,13-Oct-24,24.5,22,27
9347,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2700,21-Sep-24,24.5,22,27
9348,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2700,25-Nov-24,24.5,22,27
9349,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2800,10-Aug-24,25,22,28
9350,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2800,26-Aug-24,25,22,28
9351,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2800,28-Oct-24,25,22,28
9352,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2900,11-Sep-24,25.5,22,29
9353,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2900,25-Aug-24,25.5,22,29
9354,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2900,28-Nov-24,25.5,22,29
9355,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,2900,30-Sep-24,25.5,22,29
9356,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,3000,18-Sep-24,26,22,30
9357,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2200,3200,23-Sep-24,27,22,32
9358,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2300,2400,7-Dec-24,23.5,23,24
9359,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Potato,Other,FAQ,2300,2600,14-Nov-24,24,23,26
